course_title,course_number,instructor,location,time,enrolled,book,course_url
APLX 80 - 01   Intro Applied Ling,23136,"Anderson,M.D.",TuTh 03:20PM-04:55PM,LEC: Humanities 1 110,21 of 22 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__APLX__080__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMxMzYiO30%3D
APLX 113 - 01   Inter-Cultural Comm,22945,"Oelze,V.",TuTh 01:30PM-03:05PM,LEC: Humanities 1 110,25 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__APLX__113__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjI5NDUiO30%3D
ART 10E - 01   3D Foundation,23068,"Miller,D.P.",MW 05:20PM-06:55PM,LEC: Media Theater M110,82 of 80 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ART__010E__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMwNjgiO30%3D
ART 20I - 01   Intro Photography,23077,"Abrams,Z.",TuThSa 11:40AM-02:05PM,STU: E Baskin I200,17 of 17 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ART__020I__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMwNzciO30%3D
ART 20J - 01   Intro Draw/Paint,23078,"Hibbert-Jones,W.D.",TuThSa 05:05PM-07:30PM,STU: E Baskin M101,21 of 17 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ART__020J__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMwNzgiO30%3D
ART 20K - 01   Intro New Media,23137,"Perry,K.C.",MWF 12:00PM-02:25PM,STU: E Baskin E102,20 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ART__020K__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMxMzciO30%3D
ART 80D - 01   Intro Photography,20936,"Gwyn,M.",TuTh 08:00AM-09:35AM,LEC: J Bask Aud 101,120 of 120 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ART__080D__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA5MzYiO30%3D
ART 80F - 01   Intro Digital Media,20945,"Anderson,E.W.",TuTh 01:30PM-03:05PM,LEC: Kresge Clrm 321,75 of 75 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ART__080F__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA5NDUiO30%3D
ART 106C - 01   StopMotionAnimation,23271,"Perry,K.C.",MWF 12:00PM-02:25PM,STU: E Baskin E102,10 of 9 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ART__106C__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMyNzEiO30%3D
ART 130 - 01   Interm/Adv Painting,20952,"Gillette,K.L.",TuThSa 11:40AM-02:05PM,STU: E Baskin J101,18 of 18 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ART__130__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA5NTIiO30%3D
ART 146T - 01   Digital Illustration,22891,"Anderson,E.W.",Cancelled Cancelled,STU: TBA,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ART__146T__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjI4OTEiO30%3D
ART 150 - 01   Darkroom Practices,22928,"Gwyn,M.",TuThSa 02:25PM-04:50PM,STU: Digital Arts 230,18 of 17 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ART__150__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjI5MjgiO30%3D
ART 156 - 01   Project Devlop Photo,23085,Staff,TuThSa 09:00AM-11:25AM,STU: Digital Arts 230,17 of 18 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ART__156__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMwODUiO30%3D
ART 162A - 01   Intaglio I,20953,"Karlic,K.",MWF 12:00PM-02:25PM,STU: E Baskin F101,20 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ART__162A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA5NTMiO30%3D
ART 163A - 01   Lithography I,20954,"Karlic,K.",TuThSa 09:00AM-11:25AM,STU: E Baskin G101,13 of 17 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ART__163A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA5NTQiO30%3D
ART 180B - 01   Sculpture II,20956,"Lee,J.",MWF 02:40PM-05:05PM,STU: E Baskin H101,14 of 14 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ART__180B__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA5NTYiO30%3D
ART 184 - 01   3D ArtDesign:LaserCNC,23235,"Martinez Leal,E.",TuThSa 11:40AM-02:05PM,STU: E Baskin A101,10 of 19 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ART__184__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMyMzUiO30%3D
ART 188 - 01   Int/Adv Sclpt/Fndry,20955,"Hibbert-Jones,W.D.",MWF 02:40PM-05:05PM,STU: TA Foundry 100,13 of 13 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ART__188__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA5NTUiO30%3D
ART 189 - 01   SpecialTopicsSculpture,20957,"Hemenway,D.T.",TuThSa 02:25PM-04:50PM,STU: E Baskin P108,10 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ART__189__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA5NTciO30%3D
ART 194 - 01   Forms and Ideas,20934,"Monaghan,S.M.",TuThSa 09:00AM-11:25AM,STU: E Baskin L101,11 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ART__194__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA5MzQiO30%3D
ARTG 80G - 01   Vis Com Interaction,23169,"Palmer,L.",TuTh 07:10PM-08:45PM,LEC: Oakes Acad 105,86 of 86 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ARTG__080G__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMxNjkiO30%3D
ARTG 80H - 01   Hist Digital Games,23099,"Palmer,L.",MW 07:10PM-08:45PM,LEC: Thim Lecture 003,104 of 104 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ARTG__080H__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMwOTkiO30%3D
ARTG 80I - 01   Foundations of Play,23058,"Viana Neto,M.",TuTh 01:30PM-03:05PM,LEC: R Carson Acad 240,36 of 36 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ARTG__080I__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMwNTgiO30%3D
ARTG 118 - 01   Draw/Paint Game Des,23038,"cardenas,m.",TuTh 05:20PM-07:50PM,STU: Porter Acad 240,16 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ARTG__118__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMwMzgiO30%3D
ARTG 129 - 01   Spec Topic Game Des,23223,"Swensen,E.A.",MWF 10:40AM-01:05PM,STU: Digital Arts 308,0 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ARTG__129__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMyMjMiO30%3D
ARTG 170 - 01   Game Design I,23183,Staff,M 05:20PM-06:55PM,STU: J Baskin Engr 368,50 of 50 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ARTG__170__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMxODMiO30%3D
ARTG 170 - 01   Game Design I,23183,"Darke,A.",TuTh 11:40AM-01:15PM,STU: TA 2nd Stage,50 of 50 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ARTG__170__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMxODMiO30%3D
ARTG 179 - 01   Game Design Practicum,22997,"Hunicke,R.",M 05:20PM-08:45PM,LEC: Steven Acad 175,18 of 90 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ARTG__179__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjI5OTciO30%3D
ASTR 1 - 01   The Cosmos,22902,"Hunicke,R.",MWF 10:40AM-11:45AM,LEC: Thim Lecture 003,197 of 224 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ASTR__001__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjI5MDIiO30%3D
ASTR 2 - 01   Overview Universe,20958,Staff,MWF 02:40PM-03:45PM,LEC: J Bask Aud 101,167 of 207 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ASTR__002__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA5NTgiO30%3D
ASTR 111 - 01   Order of Magnitude,22927,"Guha Thakurta,P.",TuTh 01:30PM-03:05PM,LEC: PhysSciences 110,36 of 36 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ASTR__111__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjI5MjciO30%3D
ASTR 119 - 01   Intro Sci Computing,21513,"Guha Thakurta,P.",TuTh 09:50AM-11:25AM,LEC: Kresge Clrm 327,48 of 50 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ASTR__119__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjE1MTMiO30%3D
ASTR 135A - 01   Astrophys Adv Lab,22619,"Ramirez-Ruiz,E.J.",TuTh 11:40AM-01:15PM,LAB: ISB 235,20 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ASTR__135A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjI2MTkiO30%3D
ASTR 171 - 01   Genl Relativity,22363,"Robertson,B.E.",TuTh 09:50AM-11:25AM,LEC: ISB 235,19 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ASTR__171__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjIzNjMiO30%3D
ASTR 205 - 01   Intr Astro Research,20971,"Brown,G.S.",MWF 09:30AM-10:25AM,LEC: ISB 356,0 of 10 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ASTR__205__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA5NzEiO30%3D
ASTR 212 - 01   Dynamical Astronomy,20972,"Dine,M.",TuTh 01:30PM-03:05PM,LEC: ISB 165,9 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ASTR__212__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA5NzIiO30%3D
ASTR 220A - 01   Stel Struct & Evol,23936,"Smith,G.H.",TBA To Be Arranged,LEC: TBA,5 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ASTR__220A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM5MzYiO30%3D
ASTR 223 - 01   Planetary Physics,22878,"Murray-Clay,R.",MWF 01:20PM-02:25PM,LEC: ISB 165,1 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ASTR__223__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjI4NzgiO30%3D
ASTR 292 - 01   Seminar,20973,"Foley,R.J.",W 02:40PM-05:00PM,SEM: N. Sci Annex 101,5 of 85 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__ASTR__292__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA5NzMiO30%3D
BIOC 100A - 01   Biochemistry,20974,"Fortney,J.J.",MWF 04:00PM-05:05PM,LEC: J Bask Aud 101,176 of 210 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOC__100A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA5NzQiO30%3D
BIOC 110L - 01   AdvBiochemLaboratory,20981,Staff,M 01:20PM-02:55PM,LAB: Thimann Lab 101,8 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOC__110L__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjA5ODEiO30%3D
BIOE 20B - 01   Developmt & Physiol,21000,"Stone,M.D.",TuTh 01:30PM-03:05PM,LEC: Media Theater M110,266 of 300 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__020B__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEwMDAiO30%3D
BIOE 20C - 01   Ecology & Evolution,21010,"Einarsdottir,O.",TuTh 05:20PM-06:55PM,LEC: ClassroomUnit 002,184 of 300 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__020C__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEwMTAiO30%3D
BIOE 20C - 02   Ecology & Evolution,21020,"Dunkin,R.C.",TuTh 01:30PM-03:05PM,LEC: Sci & Engr Library 206,75 of 75 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__020C__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEwMjAiO30%3D
BIOE 82 - 01   Intro Field Res/Con,23181,"Marinovic,B.B.",Tu 05:30PM-07:00PM,FLD: Thimann Lab 101,0 of 24 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__082__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMxODEiO30%3D
BIOE 82 - 02   Intro Field Res/Con,23182,"Marinovic,B.B.",Th 05:30PM-07:00PM,FLD: Thimann Lab 101,0 of 24 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__082__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMxODIiO30%3D
BIOE 107 - 01   Ecology,21098,Staff,TuTh 10:25AM-12:00PM,LEC: CoastBio 110,75 of 75 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__107__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEwOTgiO30%3D
BIOE 109 - 01   Evolution,21113,Staff,MW 10:00AM-11:35AM,LEC: CoastBio 110,77 of 120 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__109__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjExMTMiO30%3D
BIOE 124 - 01   Mammalogy,23009,"Fox,L.R.",MW 01:25PM-03:00PM,LEC: Lg Discovery 128,22 of 22 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__124__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMwMDkiO30%3D
BIOE 124L - 01   Mammalogy Lab,23010,"Kay,K.M.",MW 03:25PM-05:00PM,LAB: Lg Discovery 128,22 of 22 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__124L__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMwMTAiO30%3D
BIOE 135 - 01   Plant Physiology,23888,"Shabel,A.",MW 10:00AM-11:35AM,LEC: CoastBio 115,40 of 40 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__135__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM4ODgiO30%3D
BIOE 135L - 01   Plant Physiology Lab,23889,"Shabel,A.",W 01:30PM-04:30PM,LAB: Thimann Lab 239,20 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__135L__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM4ODkiO30%3D
BIOE 135L - 02   Plant Physiology Lab,23890,"Pittermann,J.",Th 01:30PM-04:30PM,LAB: Thimann Lab 239,20 of 20 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__135L__02,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjM4OTAiO30%3D
BIOE 136 - 01   Enviro Physiology,23290,"Pittermann,J.",TuTh 08:25AM-10:00AM,LEC: CoastBio 110,63 of 63 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__136__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjMyOTAiO30%3D
BIOE 140 - 01   Behavioral Ecology,21093,"Pittermann,J.",MW 08:00AM-09:35AM,LEC: CoastBio 110,65 of 65 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__140__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjEwOTMiO30%3D
BIOE 145 - 01   Plant Ecology,21109,"Dunkin,R.C.",TuTh 09:50AM-11:25AM,LEC: PhysSciences 130,30 of 45 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__145__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjExMDkiO30%3D
BIOE 145L - 01   Plant Ecology Field,21112,"Sinervo,B.R.",Th 01:30PM-05:00PM,LAB: Soc Sci 1 135,15 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__145L__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjExMTIiO30%3D
BIOE 145L - 01   Plant Ecology Field,21112,"Parker,I.M.",Tu 01:30PM-05:00PM,LAB: Thimann Lab 239,15 of 25 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__145L__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjExMTIiO30%3D
BIOE 155 - 01   Freshwater Ecology,22865,"Parker,I.M.",MW 01:25PM-03:00PM,LEC: CoastBio 110,48 of 48 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__155__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjI4NjUiO30%3D
BIOE 159A - 01   Fld Qtr:Marine Ecol,21103,"Parker,I.M.",TBA To Be Arranged,FLD: TBA,27 of 30 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__159A__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjExMDMiO30%3D
BIOE 159B - 01   Fld Qtr:Ichthyology,21104,"Palkovacs,E.P.",TBA To Be Arranged,FLD: TBA,27 of 30 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__159B__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjExMDQiO30%3D
BIOE 159C - 01   Fld Qtr:Field Ecolo,21105,"Bernardi,G.",TBA To Be Arranged,FLD: TBA,27 of 0 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__159C__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjExMDUiO30%3D
BIOE 159D - 01   Fld Qtr:Fld Eco Lab,21106,"Raimondi,P.T.",TBA To Be Arranged,FLD: TBA,0 of 30 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__159D__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjExMDYiO30%3D
BIOE 165 - 01   Marine Conserv Bio,21107,"Bernardi,G.",TuTh 12:25PM-02:00PM,LEC: Ocean Health 118,48 of 48 Enrolled,http://ucsc.verbacompare.com/comparison?id=FL18__BIOE__165__01,https://pisa.ucsc.edu/class_search/index.php?action=detail&class_data=YToyOntzOjU6IjpTVFJNIjtzOjQ6IjIxODgiO3M6MTA6IjpDTEFTU19OQlIiO3M6NToiMjExMDciO30%3D
